公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利,work_year,salary,月工资
天天体育科技（深圳）有限公司,天天体育,50-150人,未融资,南山区,Python爬虫开发工程师,4.0,本科,15k-25k,"14天年假,弹性工作制,外企氛围","['3', '5']","['15', '25']",17.5
深圳小步网络科技有限公司,小步网络,50-150人,B轮,宝安区,Python爬虫工程师,4.0,本科,15k-30k,"大牛云集,发展空间大,弹性上班","['3', '5']","['15', '30']",18.75
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,HY2-python后台开发工程师（深圳）,4.0,本科,18k-30k,"五险一金,绩效奖金,带薪休假","['3', '5']","['18', '30']",21.0
深圳晶泰科技有限公司,晶泰科技,50-150人,B轮,福田区,高级后端工程师（python、Go语言）,2.0,本科,15k-25k,"五险一金,年底双薪,带薪年假,双休不打卡","['1', '3']","['15', '25']",17.5
思力科（深圳）电子科技有限公司,深圳思力科,50-150人,不需要融资,南山区,C++/Python/QT软件工程师,4.0,本科,12k-24k,"带薪年假,年底双薪,定期体检,员工旅游","['3', '5']","['12', '24']",15.0
汇金智融（北京）科技有限公司,汇金智融,150-500人,上市公司,南山区,python爬虫工程师,0.0,本科,8k-16k,"五险一金,加班补贴,双休,7小时制",[],"['8', '16']",10.0
深圳市阿克斯电子有限公司,阿克斯,15-50人,不需要融资,宝安区,C++/python工程师,7.5,大专,15k-30k,"福利好,领导好,企业平台稳,双休","['5', '10']","['15', '30']",18.75
深圳华强聚丰电子科技有限公司,华强聚丰电子,150-500人,A轮,福田区,Python爬虫,2.0,大专,8k-12k,平台,"['1', '3']","['8', '12']",9.0
九康科技（深圳）有限公司,九康科技,15-50人,不需要融资,南山区,后台开发（C++及python）,0.0,本科,10k-20k,"有挑战,有指导,技术提升快",[],"['10', '20']",12.5
富途网络科技（深圳）有限公司,富途网络,500-2000人,C轮,南山区,社区服务端开发工程师(c++/python),4.0,本科,20k-40k,"腾讯系团队,六险一金,扁平管理","['3', '5']","['20', '40']",25.0
深圳市云之梦科技有限公司,云之梦科技,50-150人,A轮,南山区,"后台开发工程师（C++,PYTHON,GO）",2.0,大专,10k-15k,"薪资高,福利好,领导好,团队稳定","['1', '3']","['10', '15']",11.25
深圳市迅雷网络技术有限公司,迅雷,500-2000人,上市公司,南山区,手雷-后台开发(Python/C++/Go),4.0,本科,15k-30k,大流量平台,"['3', '5']","['15', '30']",18.75
深圳华策辉弘科技有限公司,华策,50-150人,未融资,福田区,Python算法工程师（数据挖掘）,2.0,大专,15k-23k,"五险一金,下午茶零食,年终奖,周末双休","['1', '3']","['15', '23']",17.0
深圳亨得利网络科技有限公司,深圳亨得利网络科技有限公司,15-50人,未融资,南山区,Python爬虫采集工程师,4.0,大专,15k-25k,"环境优美,周末双休,五险一金,临近地铁","['3', '5']","['15', '25']",17.5
深圳佑驾创新科技有限公司,MINIEYE,150-500人,A轮,南山区,GO工程师,2.0,本科,15k-30k,"无人驾驶,车厂合作,扁平化管理,股票期权","['1', '3']","['15', '30']",18.75
惠州市优已餐饮管理有限公司,Yogee餐饮云,50-150人,A轮,南山区,基础架构工程师（C/C++/Go/Python/）,0.0,本科,30k-50k,大牛带你飞,[],"['30', '50']",35.0
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,Python运营开发,2.0,本科,8k-15k,"大公司平台,全面福利,特色文化,行业领先","['1', '3']","['8', '15']",9.75
达而观信息科技（上海）有限公司,达观数据,50-150人,B轮,南山区,驻场技术经理（AI人工智能/NLP方向）,4.0,本科,18k-36k,"技术领先,团队优秀,挑战与成长,行业口碑佳","['3', '5']","['18', '36']",22.5
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,南山区,"高级后端研发工程师（PHP,Python,C++）",0.0,本科,20k-40k,"高薪,大平台,牛人多,成长空间大",[],"['20', '40']",25.0
深圳码隆科技有限公司,码隆科技,50-150人,B轮,盐田区,研发经理（算法项目落地）,4.0,大专,25k-45k,"技术大牛多,包午餐,成长空间大,无死角海边","['3', '5']","['25', '45']",30.0
深圳海链科技有限公司,海链科技,50-150人,A轮,南山区,go后台工程师,2.0,本科,15k-30k,"腾讯系,福利优厚,团队氛围好,区块链","['1', '3']","['15', '30']",18.75
深圳佑驾创新科技有限公司,MINIEYE,150-500人,A轮,南山区,客户端开发工程师,0.0,本科,15k-30k,"无人驾驶,海归团队,扁平管理,车厂合作",[],"['15', '30']",18.75
深圳依时货拉拉科技有限公司,货拉拉,2000人以上,C轮,福田区,技术副总监（数据分析方向）J10758,7.5,本科,30k-50k,"下午茶,年终奖,旅游,六险一金","['5', '10']","['30', '50']",35.0
深圳市一面网络技术有限公司,一面数据,50-150人,A轮,南山区,数据分析师（数据工程方向）,1.0,本科,10k-20k,"大数据领域,人工智能,清华系大牛,技术氛围浓",['1'],"['10', '20']",12.5
深圳市新华云帆科技有限公司,新华云帆,150-500人,B轮,南山区,Go语言开发,2.0,本科,15k-25k,"年终奖,节日福利,弹性上班,餐补","['1', '3']","['15', '25']",17.5
上海道客网络科技有限公司,DAOCLOUD,150-500人,A轮,福田区,资深软件开发工程师,4.0,本科,15k-30k,"大牛如云,弹性工作,福利优厚","['3', '5']","['15', '30']",18.75
众安在线财产保险股份有限公司,众安保险,2000人以上,上市公司,南山区,运维开发工程师,2.0,本科,10k-12k,"午餐补贴,五险一金,加班餐,通讯补贴","['1', '3']","['10', '12']",10.5
深圳复临科技有限公司,复临科技,50-150人,A轮,南山区,后端工程师,4.0,本科,15k-25k,"氛围好,周末双休,薪酬期权","['3', '5']","['15', '25']",17.5
深圳市立新出行信息技术有限公司,立新出行,50-150人,不需要融资,宝安区,后台开发工程师,2.0,本科,15k-25k,"零食,五险一金,弹性工作,老板靠谱","['1', '3']","['15', '25']",17.5
深圳市珍爱网信息技术有限公司,珍爱网,2000人以上,不需要融资,南山区,高级数据分析师（平台技术部）,4.0,本科,18k-25k,"项目前景好,团队氛围棒","['3', '5']","['18', '25']",19.75
联捷计算科技（深圳）有限公司,CTAccel联捷科技,50-150人,A轮,福田区,软件开发工程师,4.0,本科,12k-24k,"15天年假,年终奖,项目奖","['3', '5']","['12', '24']",15.0
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,数据分析平台开发工程师（Python）,4.0,本科,20k-40k,"大数据,数据分析,BI,知识图谱","['3', '5']","['20', '40']",25.0
深圳码隆科技有限公司,码隆科技,50-150人,B轮,盐田区,研发经理（云端产品）,7.5,大专,25k-45k,"技术云集,包午餐,工作氛围好,无死角海边","['5', '10']","['25', '45']",30.0
深圳佑驾创新科技有限公司,MINIEYE,150-500人,A轮,南山区,服务器开发工程师,2.0,本科,15k-30k,"无人驾驶,车厂合作,扁平化管理,股票期权","['1', '3']","['15', '30']",18.75
深圳市立新出行信息技术有限公司,立新出行,50-150人,不需要融资,宝安区,高级后台开发工程师,4.0,本科,25k-35k,五险一金 零食 弹性工作时间,"['3', '5']","['25', '35']",27.5
联捷计算科技（深圳）有限公司,CTAccel联捷科技,50-150人,A轮,福田区,软件开发工程师,4.0,本科,15k-30k,"15天年假,13薪,年终奖,扁平化管理","['3', '5']","['15', '30']",18.75
杭州云脑科技有限公司,云脑科技,50-150人,A轮,南山区,大数据开发工程师,4.0,本科,15k-30k,"五险一金,硅谷团队,机器学习,人工智能","['3', '5']","['15', '30']",18.75
岩心科技（深圳）有限公司,AKULAKU,500-2000人,C轮,南山区,数据开发工程师,4.0,本科,18k-35k,"团队牛逼,CTO牛逼,弹性上班,年终多","['3', '5']","['18', '35']",22.25
众安在线财产保险股份有限公司,众安保险,2000人以上,上市公司,南山区,测试开发工程师（深圳）,7.5,本科,12k-24k,"上市公司,五险一金,成长快,免费下午茶","['5', '10']","['12', '24']",15.0
横琴科妥资产管理有限公司,科妥资管,15-50人,不需要融资,南山区,量化系统研发工程师,0.0,本科,15K-30K,发展前景好 高薪,[],"['15', '30']",18.75
深圳云天励飞技术有限公司,云天励飞,500-2000人,A轮,福田区,云服务研发工程师,4.0,本科,10k-20k,"公司前景好,优秀团队,带薪年假","['3', '5']","['10', '20']",12.5
深圳市多易得信息技术股份有限公司,潮生活,150-500人,上市公司,宝安区,web工程师,2.0,本科,8k-12k,"上市公司,周末双休,年终奖,过节费","['1', '3']","['8', '12']",9.0
深圳追一科技有限公司,追一科技,150-500人,B轮,南山区,GO开发工程师 (MJ000154),0.0,本科,15k-30k,"人工智能,不打卡",[],"['15', '30']",18.75
北京志凌海纳科技有限公司,SmartX,50-150人,B轮,南山区,时光机研发工程师,0.0,本科,20k-40k,"团队好,大牛多",[],"['20', '40']",25.0
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,南山区,后端开发工程师（系统开发工程师）,7.5,本科,20k-40k,"优秀团队,公司前景好","['5', '10']","['20', '40']",25.0
滴滴优点科技（深圳）有限公司,滴滴优点,50-150人,A轮,福田区,后端研发工程师,4.0,本科,16k-32k,"五险一金,周末双休,带薪年假,员工福利","['3', '5']","['16', '32']",20.0
众安在线财产保险股份有限公司,众安保险,2000人以上,上市公司,南山区,运维开发工程师,2.0,本科,9k-10k,"午餐补贴,通讯补贴,免费加班车,五险一金","['1', '3']","['9', '10']",9.25
深圳市环球易购电子商务有限公司,环球易购,2000人以上,上市公司,南山区,监控系统开发工程师,4.0,大专,15k-25k,"绩效奖金,节日礼物,技术大牛,扁平管理","['3', '5']","['15', '25']",17.5
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,南山区,后端研发工程师,4.0,本科,20k-40k,"优秀团队,发展机会多","['3', '5']","['20', '40']",25.0
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,TEG13-后台开发工程师（深圳）,2.0,本科,18k-36k,"后台开发,福利,机会","['1', '3']","['18', '36']",22.5
深圳市本牛科技有限责任公司,深圳本牛科技,50-150人,未融资,南山区,软件开发工程师,0.0,本科,5k-8k,"行业好,团队氛围好,导师有耐心,技术驱动",[],"['5', '8']",5.75
深圳虾皮信息科技有限公司,Shopee,2000人以上,上市公司,南山区,供应链后台开发工程师,2.0,本科,15k-30k,"跨境电商,年假丰富,弹性制度,扁平化管理","['1', '3']","['15', '30']",18.75
深圳蓝贝科技有限公司,BluePay,150-500人,B轮,南山区,数据平台开发工程师,4.0,本科,15k-30k,技术影响商业 大牛云集 国际视野,"['3', '5']","['15', '30']",18.75
上海易点时空网络有限公司,车轮,150-500人,C轮,宝安区,算法开发工程师,4.0,本科,15k-30k,"福利待遇好,发展前景好,发展空间大,团队氛围佳","['3', '5']","['15', '30']",18.75
深圳复临科技有限公司,复临科技,50-150人,A轮,南山区,高级后端工程师,4.0,本科,20k-30k,"六险一金,周末双休,下午茶,年度体检","['3', '5']","['20', '30']",22.5
深圳市前海富甲金融信息有限公司,富甲金融,50-150人,A轮,南山区,服务端开发工程师,4.0,本科,10k-20k,"氛围好,福利好,公司前景好,老板好","['3', '5']","['10', '20']",12.5
竹间智能科技（上海）有限公司,竹间智能科技(上海)有限公司,150-500人,B轮,南山区,后台开发工程师,4.0,本科,15k-30k,"扁平管理,AI技术,技能培训,发展空间大","['3', '5']","['15', '30']",18.75
深圳市立新出行信息技术有限公司,立新出行,50-150人,不需要融资,宝安区,Golang后台开发工程师,4.0,本科,25k-35k,"周末双休,五险一金,零食自助,领导好","['3', '5']","['25', '35']",27.5
深圳云天励飞技术有限公司,云天励飞,500-2000人,A轮,福田区,大数据系统研发工程师/大数据应用开发工程师,4.0,本科,20k-35k,"技术大牛,独角兽,成长快,气氛融洽","['3', '5']","['20', '35']",23.75
深圳闻善科技有限公司,闻善科技,50-150人,不需要融资,福田区,AI算法应用研发工程师,0.0,本科,1k-2k,"AI项目,专业团队,大平台,培训体系",[],"['1', '2']",1.25
深圳市矽赫科技有限公司,矽赫科技,15-50人,不需要融资,南山区,服务开发工程师,2.0,本科,15k-30k,"绩效奖金,节日福利,六险一金","['1', '3']","['15', '30']",18.75
众安在线财产保险股份有限公司,众安保险,2000人以上,上市公司,南山区,运维开发工程师,4.0,本科,15k-20k,"互联网保险,上市公司","['3', '5']","['15', '20']",16.25
滴滴优点科技（深圳）有限公司,滴滴优点,50-150人,A轮,福田区,资深Java技术专家/高级Java研发工程师,7.5,本科,18k-36k,"五险一金,周末双休,带薪年假,各式福利","['5', '10']","['18', '36']",22.5
北京志凌海纳科技有限公司,SmartX,50-150人,B轮,南山区,Kubernetes 研发工程师,0.0,本科,30k-50k,"高速发展,持续期权,工程师文化,弹性工作制",[],"['30', '50']",35.0
深圳码隆科技有限公司,码隆科技,50-150人,B轮,盐田区,高级全栈工程师（深圳）,2.0,本科,20k-40k,发展前景广阔,"['1', '3']","['20', '40']",25.0
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,南山区,算法研发工程师,4.0,本科,20k-40k,"优秀团队,发展机会多","['3', '5']","['20', '40']",25.0
深圳淘乐网络科技有限公司,淘乐网络,150-500人,不需要融资,南山区,游戏开发工程师【2019届毕业生】,0.0,本科,8k-15k,"发展空间,行业领先,营养三餐,员工宿舍",[],"['8', '15']",9.75
深圳云天励飞技术有限公司,云天励飞,500-2000人,A轮,福田区,大数据应用开发工程师,4.0,本科,15k-30k,"技术大牛,独角兽,成长快,气氛融洽","['3', '5']","['15', '30']",18.75
深圳天天看看信息技术有限公司,天天看看,150-500人,不需要融资,南山区,数据开发工程师,4.0,本科,15k-25k,"有责任心,数据分析","['3', '5']","['15', '25']",17.5
深圳平安综合金融服务有限公司,平安金服,2000人以上,上市公司,罗湖区,高级大数据开发工程师(深圳）,7.5,本科,25k-50k,"福利好,奖金多,技术牛人多,平台大","['5', '10']","['25', '50']",31.25
深圳追一科技有限公司,追一科技,150-500人,B轮,南山区,机器学习平台系统开发工程师 (MJ000150),2.0,本科,15k-25k,"人工智能,不打卡","['1', '3']","['15', '25']",17.5
Gekko Artificial Intelligence Limited,Gekko.ai,15-50人,天使轮,南山区,后端开发 / 初级架构师,4.0,本科,20k-35k,"极客精神,金融科技,前沿技术,原生开发","['3', '5']","['20', '35']",23.75
深圳市三只小熊科技有限公司,三只小熊,150-500人,不需要融资,南山区,量化系统开发工程师,4.0,本科,20k-35k,".,.,.,.","['3', '5']","['20', '35']",23.75
深圳小库科技有限公司,小库科技,50-150人,A轮,南山区,高级后端开发工程师,4.0,本科,20k-40k,"海归精英多,期权激励,双休不打卡,带薪年假多","['3', '5']","['20', '40']",25.0
深圳市博奥特科技有限公司,博奥特科技,150-500人,未融资,福田区,高级大数据开发工程师,7.5,本科,16k-20k,五险一金,"['5', '10']","['16', '20']",17.0
深圳市大疆创新科技有限公司,DJI大疆创新,2000人以上,未融资,南山区,安全开发工程师,4.0,本科,25k-35k,"竞争力薪资,年终奖,发展空间,扁平化","['3', '5']","['25', '35']",27.5
深圳达脉科技有限公司,达脉科技,15-50人,天使轮,南山区,后台高级开发工程师,4.0,本科,15k-30k,"扁平管理,五险一金,弹性工作,团队聚餐","['3', '5']","['15', '30']",18.75
爱客科技（深圳）有限公司,AfterShip,50-150人,不需要融资,南山区,高級前端工程师,4.0,本科,20k-35k,"高福利,跨国团队,技术深,高薪酬","['3', '5']","['20', '35']",23.75
上海海万信息科技股份有限公司,海万科技,500-2000人,不需要融资,福田区,中高级java开发工程师,4.0,本科,10k-20k,"带薪年假,五险一金,年终奖,周末双休","['3', '5']","['10', '20']",12.5
联捷计算科技（深圳）有限公司,CTAccel联捷科技,50-150人,A轮,福田区,软件开发工程师（图片算法）,4.0,本科,18k-36k,"15天年假,13薪,年终奖,上升空间大","['3', '5']","['18', '36']",22.5
上海海知智能科技有限公司,海知智能,50-150人,A轮,南山区,数据开发工程师,2.0,本科,10k-20k,"创新前沿,发展潜力大,工作氛围好,免费餐补","['1', '3']","['10', '20']",12.5
深圳市优学链科技有限公司,优学链科技,15-50人,天使轮,南山区,区块链开发工程师,0.0,本科,16k-30k,"全球化精英,扁平化管理,技术大牛",[],"['16', '30']",19.5
深圳世联行地产顾问股份有限公司,世联行,2000人以上,上市公司,罗湖区,数据开发工程师,4.0,本科,15k-25k,"上市公司,大平台,福利完善,晋升渠道广","['3', '5']","['15', '25']",17.5
深圳腾语科技有限公司,贝尔编程 BellCode,50-150人,A轮,南山区,高级后端开发工程师,0.0,本科,20k-25k,"工作自由,五险一金",[],"['20', '25']",21.25
誇克鏈科技有限公司,夸克链,150-500人,天使轮,南山区,区块链开发工程师,4.0,本科,15k-30k,"华为,腾讯,阿里,国际团队","['3', '5']","['15', '30']",18.75
深圳依时货拉拉科技有限公司,货拉拉,2000人以上,C轮,福田区,技术副总监（大数据方向）J10761,7.5,本科,40k-60k,"年终奖,六险一金,旅游,下午茶","['5', '10']","['40', '60']",45.0
北京志凌海纳科技有限公司,SmartX,50-150人,B轮,南山区,高级后台开发工程师,0.0,本科,20k-40k,"高速发展,持续期权,工程师文化,弹性工作制",[],"['20', '40']",25.0
高腾国际资产管理有限公司,高腾国际,15-50人,不需要融资,福田区,后端开发工程师,4.0,本科,20k-40k,"一流团队,奖金激励,专业成长,周末双休","['3', '5']","['20', '40']",25.0
深圳永安在线科技有限公司,威胁猎人,50-150人,A轮,南山区,后端中级开发工程师,2.0,大专,12k-24k,"腾讯系,大牛多,福利好,年度游","['1', '3']","['12', '24']",15.0
深圳凯因卡德科技有限公司,凯因卡德,15-50人,A轮,南山区,后端开发工程师,0.0,大专,10k-20k,"不打卡,定期体检,五险一金,周末双休",[],"['10', '20']",12.5
深圳市前海汇流信息科技有限公司,前海汇流,50-150人,A轮,南山区,Golang,2.0,本科,10k-20k,"高薪假多,5天7小时,土豪奖金,境外旅游","['1', '3']","['10', '20']",12.5
上海海知智能科技有限公司,海知智能,50-150人,A轮,南山区,数据开发工程师,4.0,本科,15k-30k,"创新前沿,弹性工作,发展空间大,技术大牛","['3', '5']","['15', '30']",18.75
上海海万信息科技股份有限公司,海万科技,500-2000人,不需要融资,罗湖区,C++工程师,4.0,本科,10k-20k,"五险一金,周末双休,交通便利,带薪年假","['3', '5']","['10', '20']",12.5
联捷计算科技（深圳）有限公司,CTAccel联捷科技,50-150人,A轮,福田区,资深后端开发工程师,7.5,本科,28k-50k,"扁平化管理,15天年假,13薪,年终奖","['5', '10']","['28', '50']",33.5
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,腾讯云serverless高级后台开发工程师,4.0,本科,20k-40k,"大平台,空间大,机会多","['3', '5']","['20', '40']",25.0
史蒂夫软件（深圳）有限公司,史蒂夫软件,150-500人,不需要融资,南山区,测试开发工程师,4.0,本科,12k-20k,"牛人团队,高效开发,扁平化管理,晋升空间大","['3', '5']","['12', '20']",14.0
深圳市木浪云数据有限公司,木浪云,15-50人,天使轮,南山区,分布式后台研发工程师（Java）,7.5,本科,15k-25k,和大牛一起工作，有原始期权,"['5', '10']","['15', '25']",17.5
深圳市爱美购科技有限公司,么么嗖,15-50人,不需要融资,南山区,​软件开发工程师,4.0,本科,15k-30k,"发展空间大,扁平化管理,公司氛围好,国际化业务","['3', '5']","['15', '30']",18.75
深圳市前海汇流信息科技有限公司,前海汇流,50-150人,A轮,南山区,Node.js后端开发工程师,2.0,本科,10k-20k,"高薪假多,5天7小时,土豪奖金,境外旅游","['1', '3']","['10', '20']",12.5
北京通力互联技术服务有限公司,通力互联,2000人以上,不需要融资,龙岗区,c/c++,2.0,本科,8k-15k,"平台好,有师傅带,有晋升空间","['1', '3']","['8', '15']",9.75
深圳市本牛科技有限责任公司,深圳本牛科技,50-150人,未融资,南山区,语音开发初级工程师,0.0,本科,6k-9k,"新兴行业,导师,团队氛围好,产品好",[],"['6', '9']",6.75
深圳市越疆科技有限公司,越疆科技,150-500人,B轮,南山区,qt软件开发工程师,4.0,本科,15k-25k,"平台大,导师制,1-6奖金","['3', '5']","['15', '25']",17.5
深圳市睿立德网络科技有限公司,深圳市睿立德网络科技有限公司,15-50人,不需要融资,南山区,区块链开发工程师,7.5,本科,15k-30k,"期权奖励,五险一金,下午茶","['5', '10']","['15', '30']",18.75
深圳市博奥特科技有限公司,博奥特科技,150-500人,未融资,罗湖区,高级C++开发工程师,4.0,本科,18k-25k,"前景广阔,金融行业,福利齐全","['3', '5']","['18', '25']",19.75
深圳市有芯电子有限公司,有芯电子,150-500人,不需要融资,福田区,技术研发经理,10.0,本科,25k-33k,"中层管理,技术管理,项目管理",['10'],"['25', '33']",27.0
深圳矽递科技股份有限公司,矽递科技,150-500人,不需要融资,南山区,技术支持工程师（课程开发组）,2.0,本科,7k-14k,"大牛带飞,氛围好,大平台,总理到访","['1', '3']","['7', '14']",8.75
上海海万信息科技股份有限公司,海万科技,500-2000人,不需要融资,福田区,中级java工程师,4.0,本科,10k-20k,"带薪年假,年终奖,五险一金,周末双休","['3', '5']","['10', '20']",12.5
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,腾讯云serverless后台开发工程师,2.0,本科,15k-30k,"大平台,空间大,机会多","['1', '3']","['15', '30']",18.75
深圳市世纪华凯实业有限公司,华凯实业,150-500人,未融资,南山区,运维开发工程师,4.0,本科,18k-30k,"不加班,弹性,上市,职位晋升","['3', '5']","['18', '30']",21.0
深圳永安在线科技有限公司,威胁猎人,50-150人,A轮,南山区,后端高级开发工程师,4.0,本科,25k-45k,"发展前景好,上升空间大","['3', '5']","['25', '45']",30.0
深圳追一科技有限公司,追一科技,150-500人,B轮,南山区,机器学习平台研发工程师,0.0,硕士,15k-30k,人工智能,[],"['15', '30']",18.75
深圳市文芯武链智能科技有限公司,文芯武链,15-50人,天使轮,南山区,公链开发工程师(区块链),2.0,本科,15k-25k,"年底绩效奖,社保,大小周制,带薪年假","['1', '3']","['15', '25']",17.5
深圳无境创新科技有限公司,无境创新,50-150人,天使轮,南山区,后端开发工程师,0.0,大专,15k-30k,"牛人多,年轻团队,学习氛围,项目多",[],"['15', '30']",18.75
深圳松茂科技有限公司,松茂科技,50-150人,A轮,南山区,系统工程师（SA方向）,2.0,大专,8k-12k,"十点上班,五险一金,全勤奖,周末双休","['1', '3']","['8', '12']",9.0
深圳开黑科技有限公司,暴鸡电竞,150-500人,A轮,南山区,大数据开发工程师,4.0,本科,15k-30k,"技术大牛多,研发氛围浓,奖金丰厚","['3', '5']","['15', '30']",18.75
深圳市英思奇信息咨询有限公司,英思奇,50-150人,未融资,宝安区,LinuX工程师,7.5,大专,25k-50k,"运维,liunx","['5', '10']","['25', '50']",31.25
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,南山区,流媒体开发工程师,4.0,本科,25k-50k,六险一金，高薪期权，弹性工作，免费三餐,"['3', '5']","['25', '50']",31.25
您好时间（深圳）科技有限公司,您好时间,15-50人,不需要融资,南山区,技术型测试工程师,2.0,大专,4k-8k,"发展前景好,福利待遇高,工作氛围好,自由度高","['1', '3']","['4', '8']",5.0
杭州云脑科技有限公司,云脑科技,50-150人,A轮,福田区,算法工程师,2.0,本科,15k-30k,"五险一金,硅谷团队,超多福利,晋升空间","['1', '3']","['15', '30']",18.75
广东安创信息科技开发有限公司,安创,50-150人,不需要融资,南山区,web开发工程师,2.0,本科,6k-10k,"节日福利,员工福利,免费工作餐,五险一金","['1', '3']","['6', '10']",7.0
深圳市瑞云科技有限公司,瑞云科技,150-500人,B轮,南山区,运维开发工程师,7.5,本科,10k-12k,"五险一金,周末双休,多次调薪,年终奖","['5', '10']","['10', '12']",10.5
